No	class	name	modifier	type	prm_name	ja	en
1915	StatisticsComplex	betapdf	static	desc		"betapdf(x, a, b) ベータ分布の確率密度関数"	
1916	StatisticsComplex	betapdf	static	param	x		
1917	StatisticsComplex	betapdf	static	param	a		
1918	StatisticsComplex	betapdf	static	param	b		
1919	StatisticsComplex	betapdf	static	returns	b		
1920	StatisticsComplex	betacdf	static	desc		"betacdf(x, a, b) ベータ分布の累積分布関数"	
1921	StatisticsComplex	betacdf	static	param	x		
1922	StatisticsComplex	betacdf	static	param	a		
1923	StatisticsComplex	betacdf	static	param	b		
1924	StatisticsComplex	betacdf	static	returns	b		
1925	StatisticsComplex	betainv	static	desc		"betainv(p, a, b) ベータ分布の累積分布関数の逆関数"	
1926	StatisticsComplex	betainv	static	param	p		
1927	StatisticsComplex	betainv	static	param	a		
1928	StatisticsComplex	betainv	static	param	b		
1929	StatisticsComplex	betainv	static	returns	b		
1930	StatisticsComplex	factorial	static	desc		"factorial(n), n! 階乗関数"	
1931	StatisticsComplex	factorial	static	param	n		
1932	StatisticsComplex	factorial	static	returns	n		
1933	StatisticsComplex	nchoosek	static	desc		"nchoosek(n, k), nCk 二項係数またはすべての組合わせ"	
1934	StatisticsComplex	nchoosek	static	param	n		
1935	StatisticsComplex	nchoosek	static	param	k		
1936	StatisticsComplex	nchoosek	static	returns	k		
1937	StatisticsComplex	erf	static	desc		erf(x) 誤差関数	
1938	StatisticsComplex	erf	static	param	x		
1939	StatisticsComplex	erf	static	returns	x		
1940	StatisticsComplex	erfc	static	desc		erfc(x) 相補誤差関数	
1941	StatisticsComplex	erfc	static	param	x		
1942	StatisticsComplex	erfc	static	returns	x		
1943	StatisticsComplex	normpdf	static	desc		"normpdf(x, u, s) 正規分布の確率密度関数"	
1944	StatisticsComplex	normpdf	static	param	x		
1945	StatisticsComplex	normpdf	static	param	u	平均値	
1946	StatisticsComplex	normpdf	static	param	s	分散	
1947	StatisticsComplex	normpdf	static	returns	s		
1948	StatisticsComplex	normcdf	static	desc		"normcdf(x, u, s) 正規分布の累積分布関数"	
1949	StatisticsComplex	normcdf	static	param	x		
1950	StatisticsComplex	normcdf	static	param	u	平均値	
1951	StatisticsComplex	normcdf	static	param	s	分散	
1952	StatisticsComplex	normcdf	static	returns	s		
1953	StatisticsComplex	norminv	static	desc		"norminv(x, u, s) 正規分布の累積分布関数の逆関数"	
1954	StatisticsComplex	norminv	static	param	x		
1955	StatisticsComplex	norminv	static	param	u	平均値	
1956	StatisticsComplex	norminv	static	param	s	分散	
1957	StatisticsComplex	norminv	static	returns	s		
1958	StatisticsComplex	tpdf	static	desc		"tpdf(x, v) t分布の確率密度関数"	Probability density function (PDF) of Student's t-distribution.
1959	StatisticsComplex	tpdf	static	param	x		
1960	StatisticsComplex	tpdf	static	param	v	自由度	
1961	StatisticsComplex	tpdf	static	returns	v		
1962	StatisticsComplex	tcdf	static	desc		"tcdf(t, v) t分布の累積分布関数"	
1963	StatisticsComplex	tcdf	static	param	t		
1964	StatisticsComplex	tcdf	static	param	v	自由度	
1965	StatisticsComplex	tcdf	static	returns	v		
1966	StatisticsComplex	tinv	static	desc		t分布の累積分布関数の逆関数	Inverse of cumulative distribution function (CDF) of Student's t-distribution.
1967	StatisticsComplex	tinv	static	param	p		
1968	StatisticsComplex	tinv	static	param	v	自由度	
1969	StatisticsComplex	tinv	static	returns	v		
1970	StatisticsComplex	tdist	static	desc		"tdist(t, v, tails) 尾部が指定可能なt分布の累積分布関数"	
1971	StatisticsComplex	tdist	static	param	t		
1972	StatisticsComplex	tdist	static	param	v	自由度	
1973	StatisticsComplex	tdist	static	param	tails	尾部(1...片側、2...両側)	
1974	StatisticsComplex	tdist	static	returns	tails		
1975	StatisticsComplex	tinv2	static	desc		両側検定時のt分布の累積分布関数	Cumulative distribution function (CDF) of Student's t-distribution in two-sided test.
1976	StatisticsComplex	tinv2	static	param	p		
1977	StatisticsComplex	tinv2	static	param	v	自由度	
1978	StatisticsComplex	tinv2	static	returns	v		
1979	StatisticsComplex	chi2pdf	static	desc		"chi2pdf(x, k) カイ二乗分布の確率密度関数"	
1980	StatisticsComplex	chi2pdf	static	param	x		
1981	StatisticsComplex	chi2pdf	static	param	k	自由度	
1982	StatisticsComplex	chi2pdf	static	returns	k		
1983	StatisticsComplex	chi2cdf	static	desc		"chi2cdf(x, k) カイ二乗分布の累積分布関数"	
1984	StatisticsComplex	chi2cdf	static	param	x		
1985	StatisticsComplex	chi2cdf	static	param	k	自由度	
1986	StatisticsComplex	chi2cdf	static	returns	k		
1987	StatisticsComplex	chi2inv	static	desc		"chi2inv(p, k) カイ二乗分布の累積分布関数の逆関数"	
1988	StatisticsComplex	chi2inv	static	param	p		
1989	StatisticsComplex	chi2inv	static	param	k	自由度	
1990	StatisticsComplex	chi2inv	static	returns	k		
1991	StatisticsComplex	fpdf	static	desc		"fpdf(x, d1, d2) F分布の確率密度関数"	
1992	StatisticsComplex	fpdf	static	param	x		
1993	StatisticsComplex	fpdf	static	param	d1	分子の自由度	
1994	StatisticsComplex	fpdf	static	param	d2	分母の自由度	
1995	StatisticsComplex	fpdf	static	returns	d2		
1996	StatisticsComplex	fcdf	static	desc		"fcdf(x, d1, d2) F分布の累積分布関数"	
1997	StatisticsComplex	fcdf	static	param	x		
1998	StatisticsComplex	fcdf	static	param	d1	分子の自由度	
1999	StatisticsComplex	fcdf	static	param	d2	分母の自由度	
2000	StatisticsComplex	fcdf	static	returns	d2		
2001	StatisticsComplex	finv	static	desc		"finv(p, d1, d2) F分布の累積分布関数の逆関数"	
2002	StatisticsComplex	finv	static	param	p		
2003	StatisticsComplex	finv	static	param	d1	分子の自由度	
2004	StatisticsComplex	finv	static	param	d2	分母の自由度	
2005	StatisticsComplex	finv	static	returns	d2		
2006	StatisticsComplex	export		desc		Matrix用の統計処理用の計算クラス	
2007	StatisticsComplex	gammaln	static	desc		対数ガンマ関数	
2008	StatisticsComplex	gammaln	static	param	x		
2009	StatisticsComplex	gammaln	static	returns	x		
2010	StatisticsComplex	gamma	static	desc		ガンマ関数	
2011	StatisticsComplex	gamma	static	param	x		
2012	StatisticsComplex	gamma	static	returns	x		
2013	StatisticsComplex	gammainc	static	desc		不完全ガンマ関数	
2014	StatisticsComplex	gammainc	static	param	x		
2015	StatisticsComplex	gammainc	static	param	a		
2016	StatisticsComplex	gammainc	static	param	tail	lower/upper	
2017	StatisticsComplex	gammainc	static	returns	tail		
2018	StatisticsComplex	gampdf	static	desc		ガンマ分布の確率密度関数	
2019	StatisticsComplex	gampdf	static	param	x		
2020	StatisticsComplex	gampdf	static	param	k	形状母数	
2021	StatisticsComplex	gampdf	static	param	s	尺度母数	
2022	StatisticsComplex	gampdf	static	returns	s		
2023	StatisticsComplex	gamcdf	static	desc		ガンマ分布の確率密度関数	
2024	StatisticsComplex	gamcdf	static	param	x		
2025	StatisticsComplex	gamcdf	static	param	k	形状母数	
2026	StatisticsComplex	gamcdf	static	param	s	尺度母数	
2027	StatisticsComplex	gamcdf	static	returns	s		
2028	StatisticsComplex	gaminv	static	desc		ガンマ分布の累積分布関数の逆関数	
2029	StatisticsComplex	gaminv	static	param	x		
2030	StatisticsComplex	gaminv	static	param	k	形状母数	
2031	StatisticsComplex	gaminv	static	param	s	尺度母数	
2032	StatisticsComplex	gaminv	static	returns	s		
2033	StatisticsComplex	beta	static	desc		ベータ関数	
2034	StatisticsComplex	beta	static	param	x		
2035	StatisticsComplex	beta	static	param	y		
2036	StatisticsComplex	beta	static	returns	y		
2037	StatisticsComplex	betainc	static	desc		不完全ベータ関数	
2038	StatisticsComplex	betainc	static	param	x		
2039	StatisticsComplex	betainc	static	param	a		
2040	StatisticsComplex	betainc	static	param	b		
2041	StatisticsComplex	betainc	static	param	tail	lower/upper	
2042	StatisticsComplex	betainc	static	returns	tail		
2043	StatisticsComplex	betacdf	static	desc		ベータ分布の確率密度関数	
2044	StatisticsComplex	betacdf	static	param	x		
2045	StatisticsComplex	betacdf	static	param	a		
2046	StatisticsComplex	betacdf	static	param	b		
2047	StatisticsComplex	betacdf	static	returns	b		
2048	StatisticsComplex	betapdf	static	desc		ベータ分布の累積分布関数	
2049	StatisticsComplex	betapdf	static	param	x		
2050	StatisticsComplex	betapdf	static	param	a		
2051	StatisticsComplex	betapdf	static	param	b		
2052	StatisticsComplex	betapdf	static	returns	b		
2053	StatisticsComplex	betainv	static	desc		ベータ分布の累積分布関数の逆関数	
2054	StatisticsComplex	betainv	static	param	x		
2055	StatisticsComplex	betainv	static	param	a		
2056	StatisticsComplex	betainv	static	param	b		
2057	StatisticsComplex	betainv	static	returns	b		
2058	StatisticsComplex	factorial	static	desc		x! 階乗関数	
2059	StatisticsComplex	factorial	static	param	x		
2060	StatisticsComplex	factorial	static	returns	x		
2061	StatisticsComplex	nchoosek	static	desc		nCk 二項係数またはすべての組合わせ	
2062	StatisticsComplex	nchoosek	static	param	x		
2063	StatisticsComplex	nchoosek	static	param	k		
2064	StatisticsComplex	nchoosek	static	returns	k		
2065	StatisticsComplex	erf	static	desc		誤差関数	
2066	StatisticsComplex	erf	static	param	x		
2067	StatisticsComplex	erf	static	returns	x		
2068	StatisticsComplex	erfc	static	desc		相補誤差関数	
2069	StatisticsComplex	erfc	static	param	x		
2070	StatisticsComplex	erfc	static	returns	x		
2071	StatisticsComplex	normpdf	static	desc		正規分布の確率密度関数	
2072	StatisticsComplex	normpdf	static	param	x		
2073	StatisticsComplex	normpdf	static	param	u	平均値	
2074	StatisticsComplex	normpdf	static	param	s	分散	
2075	StatisticsComplex	normpdf	static	returns	s		
2076	StatisticsComplex	normcdf	static	desc		正規分布の累積分布関数	
2077	StatisticsComplex	normcdf	static	param	x		
2078	StatisticsComplex	normcdf	static	param	u	平均値	
2079	StatisticsComplex	normcdf	static	param	s	分散	
2080	StatisticsComplex	normcdf	static	returns	s		
2081	StatisticsComplex	norminv	static	desc		正規分布の累積分布関数の逆関数	
2082	StatisticsComplex	norminv	static	param	x		
2083	StatisticsComplex	norminv	static	param	u	平均値	
2084	StatisticsComplex	norminv	static	param	s	分散	
2085	StatisticsComplex	norminv	static	returns	s		
2086	StatisticsComplex	tpdf	static	desc		t分布の確率密度関数	Probability density function (PDF) of Student's t-distribution.
2087	StatisticsComplex	tpdf	static	param	x		
2088	StatisticsComplex	tpdf	static	param	v	自由度	
2089	StatisticsComplex	tpdf	static	returns	v		
2090	StatisticsComplex	tcdf	static	desc		t分布の累積分布関数	
2091	StatisticsComplex	tcdf	static	param	x		
2092	StatisticsComplex	tcdf	static	param	v	自由度	
2093	StatisticsComplex	tcdf	static	returns	v		
2094	StatisticsComplex	tinv	static	desc		t分布の累積分布関数の逆関数	Inverse of cumulative distribution function (CDF) of Student's t-distribution.
2095	StatisticsComplex	tinv	static	param	x		
2096	StatisticsComplex	tinv	static	param	v	自由度	
2097	StatisticsComplex	tinv	static	returns	v		
2098	StatisticsComplex	tdist	static	desc		尾部が指定可能なt分布の累積分布関数	
2099	StatisticsComplex	tdist	static	param	x		
2100	StatisticsComplex	tdist	static	param	v	自由度	
2101	StatisticsComplex	tdist	static	param	tails	尾部(1...片側、2...両側)	
2102	StatisticsComplex	tdist	static	returns	tails		
2103	StatisticsComplex	tinv2	static	desc		両側検定時のt分布の累積分布関数	Cumulative distribution function (CDF) of Student's t-distribution in two-sided test.
2104	StatisticsComplex	tinv2	static	param	x		
2105	StatisticsComplex	tinv2	static	param	v	自由度	
2106	StatisticsComplex	tinv2	static	returns	v		
2107	StatisticsComplex	chi2pdf	static	desc		カイ二乗分布の確率密度関数	
2108	StatisticsComplex	chi2pdf	static	param	x		
2109	StatisticsComplex	chi2pdf	static	param	k	自由度	
2110	StatisticsComplex	chi2pdf	static	returns	k		
2111	StatisticsComplex	chi2cdf	static	desc		カイ二乗分布の累積分布関数	
2112	StatisticsComplex	chi2cdf	static	param	x		
2113	StatisticsComplex	chi2cdf	static	param	k	自由度	
2114	StatisticsComplex	chi2cdf	static	returns	k		
2115	StatisticsComplex	chi2inv	static	desc		カイ二乗分布の累積分布関数の逆関数	
2116	StatisticsComplex	chi2inv	static	param	x		
2117	StatisticsComplex	chi2inv	static	param	k	自由度	
2118	StatisticsComplex	chi2inv	static	returns	k		
2119	StatisticsComplex	fpdf	static	desc		F分布の確率密度関数	
2120	StatisticsComplex	fpdf	static	param	x		
2121	StatisticsComplex	fpdf	static	param	d1	分子の自由度	
2122	StatisticsComplex	fpdf	static	param	d2	分母の自由度	
2123	StatisticsComplex	fpdf	static	returns	d2		
2124	StatisticsComplex	fcdf	static	desc		F分布の累積分布関数	
2125	StatisticsComplex	fcdf	static	param	x		
2126	StatisticsComplex	fcdf	static	param	d1	分子の自由度	
2127	StatisticsComplex	fcdf	static	param	d2	分母の自由度	
2128	StatisticsComplex	fcdf	static	returns	d2		
2129	StatisticsComplex	finv	static	desc		F分布の累積分布関数の逆関数	
2130	StatisticsComplex	finv	static	param	x		
2131	StatisticsComplex	finv	static	param	d1	分子の自由度	
2132	StatisticsComplex	finv	static	param	d2	分母の自由度	
2133	StatisticsComplex	finv	static	returns	d2		
2134	StatisticsComplex	max	static	desc		最大値	
2135	StatisticsComplex	max	static	param	x		
2136	StatisticsComplex	max	static	param	type		
2137	StatisticsComplex	max	static	returns	type	"max([A, B])"	
2138	StatisticsComplex	min	static	desc		最小値	
2139	StatisticsComplex	min	static	param	x		
2140	StatisticsComplex	min	static	param	type		
2141	StatisticsComplex	min	static	returns	type	"min([A, B])"	
2142	StatisticsComplex	sum	static	desc		合計	
2143	StatisticsComplex	sum	static	param	x		
2144	StatisticsComplex	sum	static	param	type		
2145	StatisticsComplex	sum	static	returns	type		
2146	StatisticsComplex	mean	static	desc		相加平均	
2147	StatisticsComplex	mean	static	param	x		
2148	StatisticsComplex	mean	static	param	type		
2149	StatisticsComplex	mean	static	returns	type		
2150	StatisticsComplex	prod	static	desc		配列の積	
2151	StatisticsComplex	prod	static	param	x		
2152	StatisticsComplex	prod	static	param	type		
2153	StatisticsComplex	prod	static	returns	type		
2154	StatisticsComplex	geomean	static	desc		相乗平均／幾何平均	
2155	StatisticsComplex	geomean	static	param	x		
2156	StatisticsComplex	geomean	static	param	type		
2157	StatisticsComplex	geomean	static	returns	type		
2158	StatisticsComplex	median	static	desc		中央値	
2159	StatisticsComplex	median	static	param	x		
2160	StatisticsComplex	median	static	param	type		
2161	StatisticsComplex	median	static	returns	type		
2162	StatisticsComplex	mode	static	desc		最頻値	
2163	StatisticsComplex	mode	static	param	x		
2164	StatisticsComplex	mode	static	param	type		
2165	StatisticsComplex	mode	static	returns	type		
2166	StatisticsComplex	moment	static	desc		中心積率	
2167	StatisticsComplex	moment	static	param	x		
2168	StatisticsComplex	moment	static	param	type		
2169	StatisticsComplex	moment	static	returns	type	n次のモーメント、2で分散の定義と同等。	
2170	StatisticsComplex	var	static	desc		分散	Variance.
2171	StatisticsComplex	var	static	param	x		
2172	StatisticsComplex	var	static	param	type		
2173	StatisticsComplex	var	static	returns	type		
2174	StatisticsComplex	std	static	desc		標準偏差	
2175	StatisticsComplex	std	static	param	x		
2176	StatisticsComplex	std	static	param	type		
2177	StatisticsComplex	std	static	returns	type		
2178	StatisticsComplex	mad	static	desc		絶対偏差	
2179	StatisticsComplex	mad	static	param	x		
2180	StatisticsComplex	mad	static	param	type		
2181	StatisticsComplex	mad	static	returns	type		
2182	StatisticsComplex	skewness	static	desc		歪度	
2183	StatisticsComplex	skewness	static	param	x		
2184	StatisticsComplex	skewness	static	param	type		
2185	StatisticsComplex	skewness	static	returns	type		
2186	StatisticsComplex	cov	static	desc		共分散行列	
2187	StatisticsComplex	cov	static	param	x		
2188	StatisticsComplex	cov	static	param	type		
2189	StatisticsComplex	cov	static	returns	type		
2190	StatisticsComplex	normalize	static	desc		"標本の標準化
平均値0、標準偏差1に変更する"	
2191	StatisticsComplex	normalize	static	param	x		
2192	StatisticsComplex	normalize	static	param	type		
2193	StatisticsComplex	normalize	static	returns	type		
2194	StatisticsComplex	corrcoef	static	desc		相関行列	
2195	StatisticsComplex	corrcoef	static	param	x		
2196	StatisticsComplex	corrcoef	static	param	type		
2197	StatisticsComplex	corrcoef	static	returns	type		
2198	StatisticsComplex	sort	static	desc		ソート	
2199	StatisticsComplex	sort	static	param	x		
2200	StatisticsComplex	sort	static	param	type		
2201	StatisticsComplex	sort	static	returns	type		
